regime,gamma,tau_market,converged,C_mean_$bn,C_max_$bn,C_risk_adj_$bn,emissions_Mt_mean,lost_load_GWh_mean,lost_load_hours_mean,price_mean,price_load_wtd,hours_at_VOLL,p_hat,Q_bar_MW,runtime_s,K_nuclear_MW,K_ccgt_MW,K_ct_MW,K_coal_MW,K_solar_MW,K_wind_MW,K_storage4_MW,K_storage8_MW,share_nuclear,share_ccgt,share_ct,share_coal,share_solar,share_wind,share_storage4,share_storage8,share_lost_load,curt_hours_any_mean,curt_share_vre,curt_hours_solar_mean,curt_share_solar,curt_GWh_solar_mean,curt_hours_wind_mean,curt_share_wind,curt_GWh_wind_mean,premium_pct_nuclear,premium_pct_ccgt,premium_pct_ct,premium_pct_coal,premium_pct_solar,premium_pct_wind,premium_pct_storage4,premium_pct_storage8,chi_nuclear,chi_ccgt,chi_ct,chi_coal,chi_solar,chi_wind,chi_storage4,chi_storage8,cost_variable_om_fuel_$bn,cost_carbon_at_tau_welfare_$bn,cost_lost_load_$bn,cost_capex_annualized_$bn,cost_reliability_psi_$bn,gamma_requested,completion_s,n_evaluations
R4,1.0,0.0,True,102.24043711035196,108.97774571326467,211.21818282361664,227.99210122606124,52.57677188200007,15.88888888888889,51.076695614391376,62.872407748981246,143,43.206511018568186,112108.1003,4434.98216509819,-0.0,105327.22352187222,27438.55516594224,-0.0,20860.88976999056,27352.359382031034,-0.0,-0.0,0.0,0.8548114149464242,0.008043516599378419,0.0,0.041599448736467794,0.09547894055821037,0.0,0.0,6.667915951928708e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,82.09425239146019,96.64655446073672,,34.26084566287157,9.901256749449916,,,0.0,0.8401192357886623,0.8608570540325667,0.0,0.0,0.0,0.0,0.0,21.3775052591126,63.83778834329715,0.5257677188200007,16.466734702244274,0.03264108687793649,1.0,4395.700000000001,1640
