datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,Oil,1789,0.020,False
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,Other,38,0.000,False
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,Other Renewables,709,0.000,True
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,Solar,0,0.000,True
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,Storage,0,0.000,False
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,Wind,3629,0.030,True
12/31/2017 1:00:00 AM,12/30/2017 8:00:00 PM,Coal,48102,0.410,False
12/31/2017 1:00:00 AM,12/30/2017 8:00:00 PM,Gas,24770,0.210,False
12/31/2017 1:00:00 AM,12/30/2017 8:00:00 PM,Hydro,1254,0.010,True
12/31/2017 1:00:00 AM,12/30/2017 8:00:00 PM,Multiple Fuels,10,0.000,False
12/31/2017 1:00:00 AM,12/30/2017 8:00:00 PM,Nuclear,35492,0.310,False
