tech,year,spot_margin,I,contract_payoff_per_MW,profit_per_MW,K_MW
nuclear,2017,228635.2544000002,393791.0855015716,62858.80517345938,-102297.02592811201,-0.0
nuclear,2018,344316.0852508717,393791.0855015716,-51702.35807583986,-101177.35832653973,-0.0
nuclear,2019,231515.26735999994,393791.0855015716,60061.43934279046,-102214.3787987812,-0.0
nuclear,2020,208937.69004000156,393791.0855015716,82317.49072812386,-102535.90473344618,-0.0
nuclear,2021,280333.72179999494,393791.0855015716,11396.928212475033,-102060.43548910163,-0.0
nuclear,2022,211512.24707999965,393791.0855015716,79870.82628326898,-102408.01213830296,-0.0
nuclear,2023,226387.97156000332,393791.0855015716,64867.20920812209,-102535.90473344618,-0.0
nuclear,2024,470831.50748,393791.0855015716,-176833.09088603157,-99792.66890760319,-0.0
nuclear,2025,650794.1546958536,393791.0855015716,-348488.3974900595,-91485.3282957775,-0.0
ccgt,2017,31544.89040000202,95537.60126819545,62858.805173459594,-1133.9056947338322,104672.81426523716
ccgt,2018,147225.72125087187,95537.60126819545,-51702.35807584003,-14.238093163607118,104672.81426523716
ccgt,2019,34424.90336000023,95537.60126819545,60061.43934279066,-1051.2585654045542,104672.81426523716
ccgt,2020,11847.3260400018,95537.60126819545,82317.49072812413,-1372.7845000695088,104672.81426523716
ccgt,2021,83243.3577999998,95537.60126819545,11396.92821247507,-897.3152557205813,104672.81426523716
ccgt,2022,14421.88307999988,95537.60126819545,79870.82628326924,-1244.8919049263204,104672.81426523716
ccgt,2023,29297.60756000363,95537.60126819545,64867.2092081223,-1372.784500069516,104672.81426523716
ccgt,2024,273741.1434800024,95537.60126819545,-176833.09088603215,1370.451325774833,104672.81426523716
ccgt,2025,453703.79069585365,95537.60126819545,-348488.3974900606,9677.79193759762,104672.81426523716
ct,2017,19893.92888000202,81179.84459482426,14306.02226426333,-46979.89345055891,29208.311595595904
ct,2018,129310.53772000164,81179.84459482426,-11766.928813024617,36363.764312152765,29208.311595595904
ct,2019,19893.92888000014,81179.84459482426,13669.370362522503,-47616.54535230162,29208.311595595904
ct,2020,1.6655192780490324e-09,81179.84459482426,18734.62042183485,-62445.22417298775,29208.311595595904
ct,2021,69628.75107999999,81179.84459482426,2593.8244976492238,-8957.269017175047,29208.311595595904
ct,2022,4.360245497991855e-10,81179.84459482426,18177.784574817284,-63002.06002000654,29208.311595595904
ct,2023,19893.92888000367,81179.84459482426,14763.11451659352,-46522.80119822707,29208.311595595904
ct,2024,258621.07544000013,81179.84459482426,-40245.40600625681,137195.82483891904,29208.311595595904
ct,2025,432561.877375855,81179.84459482426,-79312.40117550374,272069.631605527,29208.311595595904
coal,2017,35460.43520000023,250433.9871366213,62858.80517345928,-152114.74676316176,-0.0
coal,2018,151141.26605087178,250433.9871366213,-51702.35807583977,-150995.07916158927,-0.0
coal,2019,38340.44815999991,250433.9871366213,60061.439342790356,-152032.099633831,-0.0
coal,2020,15762.870840001557,250433.9871366213,82317.49072812371,-152353.625568496,-0.0
coal,2021,87158.90259999497,250433.9871366213,11396.928212475013,-151878.15632415132,-0.0
coal,2022,18337.42787999966,250433.9871366213,79870.82628326885,-152225.73297335277,-0.0
