tech,year,spot_margin,I,contract_payoff_per_MW,profit_per_MW,K_MW
nuclear,2017,333186.46153621643,393791.0855015716,0.0,-60604.62396535516,60047.060073281296
nuclear,2018,428949.13738903624,393791.0855015716,0.0,35158.05188746465,60047.060073281296
nuclear,2019,339099.6462332221,393791.0855015716,0.0,-54691.439268349495,60047.060073281296
nuclear,2020,279428.230013552,393791.0855015716,0.0,-114362.85548801959,60047.060073281296
nuclear,2021,384143.5901064628,393791.0855015716,0.0,-9647.495395108766,60047.060073281296
nuclear,2022,301762.41579486005,393791.0855015716,0.0,-92028.66970671155,60047.060073281296
nuclear,2023,317329.6683047554,393791.0855015716,0.0,-76461.41719681618,60047.060073281296
nuclear,2024,487799.7951702841,393791.0855015716,0.0,94008.70966871252,60047.060073281296
nuclear,2025,672420.8249665898,393791.0855015716,0.0,278629.7394650182,60047.060073281296
ccgt,2017,40408.82670119187,95537.60126819545,0.0,-55128.77456700357,45302.05154662213
ccgt,2018,97536.4675986652,95537.60126819545,0.0,1998.8663304697548,45302.05154662213
ccgt,2019,47113.95327889139,95537.60126819545,0.0,-48423.64798930405,45302.05154662213
ccgt,2020,13058.646528063353,95537.60126819545,0.0,-82478.95474013209,45302.05154662213
ccgt,2021,93320.0394093532,95537.60126819545,0.0,-2217.5618588422512,45302.05154662213
ccgt,2022,12117.114019770363,95537.60126819545,0.0,-83420.48724842508,45302.05154662213
ccgt,2023,27566.906139656505,95537.60126819545,0.0,-67970.69512853894,45302.05154662213
ccgt,2024,179166.1633304643,95537.60126819545,0.0,83628.56206226886,45302.05154662213
ccgt,2025,349550.29440767545,95537.60126819545,0.0,254012.69313948002,45302.05154662213
ct,2017,29683.543345854807,81179.84459482426,0.0,-51496.30124896945,24521.117729504498
ct,2018,79156.11558894612,81179.84459482426,0.0,-2023.7290058781364,24521.117729504498
ct,2019,32295.050322280556,81179.84459482426,0.0,-48884.7942725437,24521.117729504498
ct,2020,2.0746426798723405e-10,81179.84459482426,0.0,-81179.84459482406,24521.117729504498
ct,2021,79156.11558894612,81179.84459482426,0.0,-2023.7290058781364,24521.117729504498
ct,2022,4.177991286269389e-12,81179.84459482426,0.0,-81179.84459482426,24521.117729504498
ct,2023,19789.02889723653,81179.84459482426,0.0,-61390.81569758773,24521.117729504498
ct,2024,164019.7708057515,81179.84459482426,0.0,82839.92621092724,24521.117729504498
ct,2025,326518.9768044028,81179.84459482426,0.0,245339.13220957853,24521.117729504498
coal,2017,29673.971679310736,250433.9871366213,0.0,-220760.01545731054,-0.0
coal,2018,79130.59114482859,250433.9871366213,0.0,-171303.3959917927,-0.0
coal,2019,32282.28810022174,250433.9871366213,0.0,-218151.69903639954,-0.0
coal,2020,0.0,250433.9871366213,0.0,-250433.9871366213,-0.0
coal,2021,79130.59114482859,250433.9871366213,0.0,-171303.3959917927,-0.0
coal,2022,0.0,250433.9871366213,0.0,-250433.9871366213,-0.0
coal,2023,19782.647786207148,250433.9871366213,0.0,-230651.33935041414,-0.0
coal,2024,163965.53136200173,250433.9871366213,0.0,-86468.45577461956,-0.0
coal,2025,326413.68847241794,250433.9871366213,0.0,75979.70133579665,-0.0
solar,2017,62511.77437734632,74370.95515776894,0.0,-11859.18078042262,34003.222356318765
solar,2018,73114.79185440156,74370.95515776894,0.0,-1256.163303367386,34003.222356318765
solar,2019,66765.54899806823,74370.95515776894,0.0,-7605.406159700709,34003.222356318765
solar,2020,61093.0231202395,74370.95515776894,0.0,-13277.932037529441,34003.222356318765
solar,2021,68952.76487567648,74370.95515776894,0.0,-5418.190282092459,34003.222356318765
solar,2022,56904.90021759688,74370.95515776894,0.0,-17466.054940172064,34003.222356318765
solar,2023,60064.85887763932,74370.95515776894,0.0,-14306.09628012962,34003.222356318765
solar,2024,91935.01189605599,74370.95515776894,0.0,17564.05673828705,34003.222356318765
solar,2025,132686.18636965743,74370.95515776894,0.0,58315.23121188849,34003.222356318765
wind,2017,88528.160364067,95974.26094574045,0.0,-7446.100581673454,54878.90358830366
wind,2018,105617.73101511513,95974.26094574045,0.0,9643.470069374685,54878.90358830366
wind,2019,89471.87860101758,95974.26094574045,0.0,-6502.382344722864,54878.90358830366
wind,2020,75705.03823696852,95974.26094574045,0.0,-20269.222708771922,54878.90358830366
wind,2021,91917.00764396694,95974.26094574045,0.0,-4057.2533017735113,54878.90358830366
wind,2022,98860.8256279811,95974.26094574045,0.0,2886.564682240656,54878.90358830366
wind,2023,88389.44927569406,95974.26094574045,0.0,-7584.811670046387,54878.90358830366
wind,2024,105153.22462303548,95974.26094574045,0.0,9178.963677295033,54878.90358830366
wind,2025,127288.09702586789,95974.26094574045,0.0,31313.83608012744,54878.90358830366
storage4,2017,87064.99980213665,149446.06822502337,0.0,-62381.06842288672,0.0
storage4,2018,131903.98659901213,149446.06822502337,0.0,-17542.081626011233,0.0
storage4,2019,87914.25348707159,149446.06822502337,0.0,-61531.814737951776,0.0
storage4,2020,49603.93162864314,149446.06822502337,0.0,-99842.13659638022,0.0
storage4,2021,132566.46500570056,149446.06822502337,0.0,-16879.603219322802,0.0
storage4,2022,50679.90425676951,149446.06822502337,0.0,-98766.16396825385,0.0
storage4,2023,75844.73701816215,149446.06822502337,0.0,-73601.33120686121,0.0
storage4,2024,210924.99248982267,149446.06822502337,0.0,61478.92426479931,0.0
storage4,2025,319636.7728344076,149446.06822502337,0.0,170190.7046093842,0.0
storage8,2017,109661.2469882418,262946.94265621604,0.0,-153285.69566797424,-0.0
storage8,2018,156692.39005464493,262946.94265621604,0.0,-106254.55260157111,-0.0
storage8,2019,113084.63027878843,262946.94265621604,0.0,-149862.3123774276,-0.0
storage8,2020,71070.57536446165,262946.94265621604,0.0,-191876.3672917544,-0.0
storage8,2021,156336.77896859834,262946.94265621604,0.0,-106610.16368761769,-0.0
storage8,2022,70851.23722803913,262946.94265621604,0.0,-192095.7054281769,-0.0
storage8,2023,98982.12902103631,262946.94265621604,0.0,-163964.81363517971,-0.0
storage8,2024,236445.8267848122,262946.94265621604,0.0,-26501.115871403832,-0.0
storage8,2025,400597.60164309765,262946.94265621604,0.0,137650.6589868816,-0.0
