tech,year,spot_margin,I,contract_payoff_per_MW,profit_per_MW,K_MW
nuclear,2017,301468.01792395476,393791.0855015716,88654.13948515418,-3668.928092462651,84629.2591931327
nuclear,2018,546682.5222589986,393791.0855015716,-145257.38507060928,7634.051686817722,84629.2591931327
nuclear,2019,382299.7191216828,393791.0855015716,14626.040443848004,3134.674063959217,84629.2591931327
nuclear,2020,256662.14952192036,393791.0855015716,131371.29528906906,-5757.640690582164,84629.2591931327
nuclear,2021,441889.3059206888,393791.0855015716,-46085.14095412468,2013.0794649925083,84629.2591931327
nuclear,2022,328986.01973525353,393791.0855015716,68755.70423147536,3950.6384651573026,84629.2591931327
nuclear,2023,252834.63230027215,393791.0855015716,135328.69325379853,-5627.759947500919,84629.2591931327
nuclear,2024,684128.0004787252,393791.0855015716,-279888.90421190055,10448.010765253042,84629.2591931327
nuclear,2025,952100.4547132787,393791.0855015716,-524425.0705584307,33884.29865327629,84629.2591931327
ccgt,2017,47347.51609653231,95537.60126819545,38710.586891848565,-9479.498279814572,28236.995662421978
ccgt,2018,206616.34768454955,95537.60126819545,-63426.23885487198,47652.50756148212,28236.995662421978
ccgt,2019,93597.20527396502,95537.60126819545,6386.4204511294265,4446.024456899006,28236.995662421978
ccgt,2020,31357.721721877802,95537.60126819545,57362.91583128844,-6816.963715029204,28236.995662421978
ccgt,2021,152315.1092618039,95537.60126819545,-20122.950419325585,36654.55757428288,28236.995662421978
ccgt,2022,12942.644971731192,95537.60126819545,30021.989705381642,-52572.966591082615,28236.995662421978
ccgt,2023,36074.934334767044,95537.60126819545,59090.90280030005,-371.7641331283521,28236.995662421978
ccgt,2024,380665.56748316716,95537.60126819545,-122212.72249079135,162915.2437241804,28236.995662421978
ccgt,2025,567256.1547670164,95537.60126819545,-228988.76893972303,242729.78455909796,28236.995662421978
ct,2017,39200.41785652457,81179.84459482426,37187.98084837357,-4791.445889926123,13977.709201078484
ct,2018,186055.92230983477,81179.84459482426,-60931.490457873326,43944.58725713719,13977.709201078484
ct,2019,78400.83571304913,81179.84459482426,6135.222958251591,3356.214076476467,13977.709201078484
ct,2020,19600.208928262284,81179.84459482426,55106.656514939525,-6472.97915162245,13977.709201078484
ct,2021,137201.46249783598,81179.84459482426,-19331.45309569641,36690.164807315305,13977.709201078484
ct,2022,9.663381206337363e-13,81179.84459482426,28841.13282273428,-52338.711772089984,13977.709201078484
ct,2023,29400.313392393426,81179.84459482426,56766.67645959644,4987.145257165605,13977.709201078484
ct,2024,362603.86517285224,81179.84459482426,-117405.72149197168,164018.2990860563,13977.709201078484
ct,2025,535027.9709837346,81179.84459482426,-219981.93872943398,233866.18765947636,13977.709201078484
coal,2017,39004.37376276002,250433.9871366213,0.0,-211429.61337386127,-0.0
coal,2018,185124.7128644532,250433.9871366213,-0.0,-65309.274272168084,-0.0
coal,2019,78008.74752552004,250433.9871366213,0.0,-172425.23961110125,-0.0
coal,2020,19502.18688138001,250433.9871366213,0.0,-230931.80025524128,-0.0
coal,2021,136515.30816966007,250433.9871366213,-0.0,-113918.67896696122,-0.0
coal,2022,0.0,250433.9871366213,0.0,-250433.9871366213,-0.0
coal,2023,29253.280322070015,250433.9871366213,0.0,-221180.70681455126,-0.0
coal,2024,360790.4573055302,250433.9871366213,-0.0,110356.47016890891,-0.0
coal,2025,532283.3536710308,250433.9871366213,-0.0,281849.3665344096,-0.0
solar,2017,60297.506470312444,74370.95515776894,10482.168648702918,-3591.280038753579,36933.6481017566
solar,2018,88502.45328448662,74370.95515776894,-17179.19949445173,-3047.701367734051,36933.6481017566
solar,2019,69023.81851308336,74370.95515776894,1727.9249045845443,-3619.2117401010382,36933.6481017566
solar,2020,60942.54732570844,74370.95515776894,15533.715274995344,2105.30744293484,36933.6481017566
solar,2021,74564.74114645965,74370.95515776894,-5451.517588659581,-5257.731599968871,36933.6481017566
solar,2022,62752.0405398854,74370.95515776894,8129.06550823102,-3489.849109652523,36933.6481017566
solar,2023,53111.52346589907,74370.95515776894,16001.700091901004,-5257.731599968871,36933.6481017566
solar,2024,124505.62233594031,74370.95515776894,-33100.1423454382,17034.524832733165,36933.6481017566
