tech,year,spot_margin,I,contract_payoff_per_MW,profit_per_MW,K_MW
nuclear,2017,218666.47167999984,393791.0855015716,0.0,-175124.61382157175,-0.0
nuclear,2018,305369.98681865924,393791.0855015716,0.0,-88421.09868291236,-0.0
nuclear,2019,221415.57495999953,393791.0855015716,0.0,-172375.51054157206,-0.0
nuclear,2020,208588.59755999967,393791.0855015716,0.0,-185202.48794157192,-0.0
nuclear,2021,250187.37256,393791.0855015716,0.0,-143603.7129415716,-0.0
nuclear,2022,211446.79223999998,393791.0855015716,0.0,-182344.2932615716,-0.0
nuclear,2023,216397.37055999998,393791.0855015716,0.0,-177393.7149415716,-0.0
nuclear,2024,407748.2054624354,393791.0855015716,0.0,13957.119960863783,-0.0
nuclear,2025,593831.3155727773,393791.0855015716,0.0,200040.2300712057,-0.0
ccgt,2017,21576.107679999885,95537.60126819545,0.0,-73961.49358819556,105062.38970917127
ccgt,2018,108279.62281865922,95537.60126819545,0.0,12742.021550463774,105062.38970917127
ccgt,2019,24325.210959999564,95537.60126819545,0.0,-71212.39030819589,105062.38970917127
ccgt,2020,11498.233560000092,95537.60126819545,0.0,-84039.36770819535,105062.38970917127
ccgt,2021,53097.00856,95537.60126819545,0.0,-42440.59270819544,105062.38970917127
ccgt,2022,14356.42824000004,95537.60126819545,0.0,-81181.17302819541,105062.38970917127
ccgt,2023,19307.006560000005,95537.60126819545,0.0,-76230.59470819544,105062.38970917127
ccgt,2024,210657.84146243535,95537.60126819545,0.0,115120.2401942399,105062.38970917127
ccgt,2025,396740.9515727773,95537.60126819545,0.0,301203.35030458187,105062.38970917127
ct,2017,9946.964440000247,81179.84459482426,0.0,-71232.88015482402,30012.733956709635
ct,2018,90039.5407386595,81179.84459482426,0.0,8859.696143835245,30012.733956709635
ct,2019,9946.964440000003,81179.84459482426,0.0,-71232.88015482426,30012.733956709635
ct,2020,8.859046829456929e-11,81179.84459482426,0.0,-81179.84459482417,30012.733956709635
ct,2021,39787.85776,81179.84459482426,0.0,-41391.98683482426,30012.733956709635
ct,2022,5.9046101341664325e-12,81179.84459482426,0.0,-81179.84459482426,30012.733956709635
ct,2023,9946.964440000002,81179.84459482426,0.0,-71232.88015482426,30012.733956709635
ct,2024,195634.90892198315,81179.84459482426,0.0,114455.06432715889,30012.733956709635
ct,2025,375315.4006127763,81179.84459482426,0.0,294135.55601795204,30012.733956709635
coal,2017,25491.65247999983,250433.9871366213,0.0,-224942.33465662145,-0.0
coal,2018,112195.16761865921,250433.9871366213,0.0,-138238.81951796208,-0.0
coal,2019,28240.755759999505,250433.9871366213,0.0,-222193.23137662178,-0.0
coal,2020,15413.778359999684,250433.9871366213,0.0,-235020.2087766216,-0.0
coal,2021,57012.55335999996,250433.9871366213,0.0,-193421.43377662133,-0.0
coal,2022,18271.97303999998,250433.9871366213,0.0,-232162.0140966213,-0.0
coal,2023,23222.55135999995,250433.9871366213,0.0,-227211.43577662134,-0.0
coal,2024,214573.38626243535,250433.9871366213,0.0,-35860.60087418594,-0.0
coal,2025,400656.4963727773,250433.9871366213,0.0,150222.50923615604,-0.0
solar,2017,52752.94790027276,74370.95515776894,0.0,-21618.00725749618,22228.821180783933
solar,2018,62836.622926732394,74370.95515776894,0.0,-11534.332231036547,22228.821180783933
solar,2019,56152.01192751409,74370.95515776894,0.0,-18218.943230254852,22228.821180783933
solar,2020,55229.79984609051,74370.95515776894,0.0,-19141.155311678434,22228.821180783933
solar,2021,59750.922351782065,74370.95515776894,0.0,-14620.032805986877,22228.821180783933
solar,2022,48049.90554635244,74370.95515776894,0.0,-26321.0496114165,22228.821180783933
solar,2023,51258.5179766194,74370.95515776894,0.0,-23112.437181149544,22228.821180783933
solar,2024,93253.8797887034,74370.95515776894,0.0,18882.92463093446,22228.821180783933
solar,2025,194744.25232261437,74370.95515776894,0.0,120373.29716484543,22228.821180783933
wind,2017,84351.7877726384,95974.26094574045,0.0,-11622.473173102044,27057.551474210803
wind,2018,96750.34330167883,95974.26094574045,0.0,776.0823559383862,27057.551474210803
wind,2019,88320.06962984399,95974.26094574045,0.0,-7654.19131589646,27057.551474210803
wind,2020,85600.1660296421,95974.26094574045,0.0,-10374.094916098344,27057.551474210803
wind,2021,91062.07184061897,95974.26094574045,0.0,-4912.189105121477,27057.551474210803
wind,2022,97873.94137215501,95974.26094574045,0.0,1899.6804264145612,27057.551474210803
wind,2023,87485.85493342555,95974.26094574045,0.0,-8488.406012314896,27057.551474210803
wind,2024,110204.30599522841,95974.26094574045,0.0,14230.045049487962,27057.551474210803
wind,2025,129282.8715384846,95974.26094574045,0.0,33308.61059274415,27057.551474210803
storage4,2017,14396.486339852372,149446.06822502337,0.0,-135049.581885171,-1.533643414107867e-14
storage4,2018,92930.42446378272,149446.06822502337,0.0,-56515.643761240644,-1.533643414107867e-14
storage4,2019,14825.223514419706,149446.06822502337,0.0,-134620.84471060365,-1.533643414107867e-14
storage4,2020,3997.7322224060754,149446.06822502337,0.0,-145448.3360026173,-1.533643414107867e-14
storage4,2021,44211.702802047694,149446.06822502337,0.0,-105234.36542297568,-1.533643414107867e-14
