regime,gamma,tau_market,converged,C_mean_$bn,C_max_$bn,C_risk_adj_$bn,emissions_Mt_mean,lost_load_GWh_mean,lost_load_hours_mean,price_mean,price_load_wtd,hours_at_VOLL,p_hat,Q_bar_MW,runtime_s,K_nuclear_MW,K_ccgt_MW,K_ct_MW,K_coal_MW,K_solar_MW,K_wind_MW,K_storage4_MW,K_storage8_MW,share_nuclear,share_ccgt,share_ct,share_coal,share_solar,share_wind,share_storage4,share_storage8,share_lost_load,curt_hours_any_mean,curt_share_vre,curt_hours_solar_mean,curt_share_solar,curt_GWh_solar_mean,curt_hours_wind_mean,curt_share_wind,curt_GWh_wind_mean,premium_pct_nuclear,premium_pct_ccgt,premium_pct_ct,premium_pct_coal,premium_pct_solar,premium_pct_wind,premium_pct_storage4,premium_pct_storage8,chi_nuclear,chi_ccgt,chi_ct,chi_coal,chi_solar,chi_wind,chi_storage4,chi_storage8,cost_variable_om_fuel_$bn,cost_carbon_at_tau_welfare_$bn,cost_lost_load_$bn,cost_capex_annualized_$bn,cost_reliability_psi_$bn,gamma_requested,completion_s,n_evaluations
R3,0.9,0.0,True,60.87373024190382,65.38961120344736,119.72438032500644,224.79999270463756,50.683265946220274,15.333333333333334,50.478758604242245,61.88252085905298,138,43.21898116833408,112108.1003,1239.2315094470978,-0.0,104595.75514911397,27904.17582946905,-0.0,20936.446004252273,30813.584861527874,-0.0,-0.0,0.0,0.8424328690231025,0.008191687184901576,0.0,0.04175011813401248,0.10756104788941721,0.0,0.0,6.427776856615016e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,76.61166947188165,90.00002825891002,,31.621094469714155,8.438209088053501,,,0.0,0.8174220581601693,0.8216016331578491,0.0,0.1759184160019585,0.0,0.0,0.0,21.079004345928375,22.479999270463757,0.5068326594622027,16.77245872828409,0.03543523776539969,0.9,1197.6,166
