tech,year,spot_margin,I,contract_payoff_per_MW,profit_per_MW,K_MW
nuclear,2017,338148.735943783,393791.0855015716,0.0,-55642.34955778858,-0.0
nuclear,2018,346333.3974634028,393791.0855015716,0.0,-47457.688038168766,-0.0
nuclear,2019,307370.38201150595,393791.0855015716,0.0,-86420.70349006564,-0.0
nuclear,2020,248673.43642922296,393791.0855015716,0.0,-145117.64907234863,-0.0
nuclear,2021,366627.30947670084,393791.0855015716,0.0,-27163.77602487075,-0.0
nuclear,2022,264283.0174244339,393791.0855015716,0.0,-129508.0680771377,-0.0
nuclear,2023,273459.0539285033,393791.0855015716,0.0,-120332.03157306829,-0.0
nuclear,2024,486194.8235471465,393791.0855015716,0.0,92403.73804557492,-0.0
nuclear,2025,637106.6038973463,393791.0855015716,0.0,243315.5183957747,-0.0
ccgt,2017,91876.81546061962,95537.60126819545,0.0,-3660.7858075758268,94030.80922938068
ccgt,2018,97261.60673315456,95537.60126819545,0.0,1724.0054649591184,94030.80922938068
ccgt,2019,65298.266898969625,95537.60126819545,0.0,-30239.33436922582,94030.80922938068
ccgt,2020,13600.996934398534,95537.60126819545,0.0,-81936.60433379692,94030.80922938068
ccgt,2021,123942.72274761477,95537.60126819545,0.0,28405.121479419322,94030.80922938068
ccgt,2022,22065.075736528568,95537.60126819545,0.0,-73472.52553166688,94030.80922938068
ccgt,2023,29257.87081557965,95537.60126819545,0.0,-66279.7304526158,94030.80922938068
ccgt,2024,243539.40213313428,95537.60126819545,0.0,148001.80086493882,94030.80922938068
ccgt,2025,394130.3640175223,95537.60126819545,0.0,298592.7627493269,94030.80922938068
ct,2017,79491.79553378923,81179.84459482426,0.0,-1688.0490610350244,31669.27553506664
ct,2018,79491.79553378923,81179.84459482426,0.0,-1688.0490610350244,31669.27553506664
ct,2019,49682.37220861826,81179.84459482426,0.0,-31497.472386206,31669.27553506664
ct,2020,0.0,81179.84459482426,0.0,-81179.84459482426,31669.27553506664
ct,2021,109301.21885896017,81179.84459482426,0.0,28121.374264135913,31669.27553506664
ct,2022,9936.474441723652,81179.84459482426,0.0,-71243.37015310061,31669.27553506664
ct,2023,19872.948883447305,81179.84459482426,0.0,-61306.89571137696,31669.27553506664
ct,2024,228538.912159644,81179.84459482426,0.0,147359.06756481976,31669.27553506664
ct,2025,373488.6641394716,81179.84459482426,0.0,292308.81954464735,31669.27553506664
coal,2017,87786.88433507,250433.9871366213,0.0,-162647.1028015513,-0.0
coal,2018,91393.44468345291,250433.9871366213,0.0,-159040.54245316837,-0.0
coal,2019,60141.39721892878,250433.9871366213,0.0,-190292.5899176925,-0.0
coal,2020,9104.61302618559,250433.9871366213,0.0,-241329.3741104357,-0.0
coal,2021,119107.62818718236,250433.9871366213,0.0,-131326.35894943893,-0.0
coal,2022,18059.8222740338,250433.9871366213,0.0,-232374.1648625875,-0.0
