regime,gamma,tau_market,converged,C_mean_$bn,C_max_$bn,C_risk_adj_$bn,emissions_Mt_mean,lost_load_GWh_mean,lost_load_hours_mean,price_mean,price_load_wtd,hours_at_VOLL,p_hat,Q_bar_MW,runtime_s,K_nuclear_MW,K_ccgt_MW,K_ct_MW,K_coal_MW,K_solar_MW,K_wind_MW,K_storage4_MW,K_storage8_MW,share_nuclear,share_ccgt,share_ct,share_coal,share_solar,share_wind,share_storage4,share_storage8,share_lost_load,curt_hours_any_mean,curt_share_vre,curt_hours_solar_mean,curt_share_solar,curt_GWh_solar_mean,curt_hours_wind_mean,curt_share_wind,curt_GWh_wind_mean,premium_pct_nuclear,premium_pct_ccgt,premium_pct_ct,premium_pct_coal,premium_pct_solar,premium_pct_wind,premium_pct_storage4,premium_pct_storage8,chi_nuclear,chi_ccgt,chi_ct,chi_coal,chi_solar,chi_wind,chi_storage4,chi_storage8,cost_variable_om_fuel_$bn,cost_carbon_at_tau_welfare_$bn,cost_lost_load_$bn,cost_capex_annualized_$bn,cost_reliability_psi_$bn,gamma_requested,completion_s,n_evaluations
R6,0.9,280.0,True,52.54727186893653,56.85509069932921,103.71685349833281,11.869849499881987,54.92521722317063,14.666666666666666,65.2595856415508,82.96342843164602,141,,0.0,5084.897701740265,81466.80897810726,30323.305016144062,14079.235895240177,-0.0,38107.74681197958,26449.02580144385,4058.296001307903,-0.0,0.7880531430169184,0.04285589412519429,0.001465924195094903,0.0,0.07599202514591283,0.09232567205802458,-0.0007623160569978311,0.0,6.965751585272048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77759620658896,77.86470905297585,89.99999999999964,,20.770786157164277,20.286883237578945,41.69692243408641,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.533650914341446,3.323557859966956,0.5492521722317062,42.09990076002829,0.04091016236812503,0.9,4981.899999999999,3380
